@relation tanks_data

@attribute Name STRING
@attribute Tier {'X', 'IX', 'VIII', 'VII', 'VI', 'V', 'IV', 'III', 'II', 'I'}
@attribute Premium {True, False}
@attribute Reward {True, False}
@attribute Event {True, False}
@attribute Nationality {'American', 'British', 'Soviet', 'Chinese', 'French', 'Czech', 'German', 'Italian', 'Japanese', 'Polish', 'Swedish'}
@attribute Type {'Heavy Tank', 'Medium Tank', 'Light Tank', 'Tank Destroyer', 'Artillery'}
@attribute DPM NUMERIC
@attribute Damage NUMERIC
@attribute Penetration (mm) NUMERIC
@attribute DPM at 500m (mm) NUMERIC
@attribute Reload time (sec) NUMERIC
@attribute Rate of fire (rnds/min) NUMERIC
@attribute Aim time (sec) NUMERIC
@attribute Dispersion NUMERIC
@attribute Dispersion damaged NUMERIC
@attribute Dispersion factors moving (+) NUMERIC
@attribute Dispersion factors tank traverse (+) NUMERIC
@attribute Dispersion factors turret traverse (+) NUMERIC
@attribute Dispersion factors after firing (+) NUMERIC
@attribute Dispersion factors damaged (×) NUMERIC
@attribute Damage vs. modules NUMERIC
@attribute Caliber (mm) NUMERIC
@attribute Shell velocity (m/s) NUMERIC
@attribute Max range (m) NUMERIC
@attribute Ammo capacity NUMERIC
@attribute Potential damage NUMERIC
@attribute Shell cost NUMERIC
@attribute Top speed (km/h) NUMERIC
@attribute Reverse speed (km/h) NUMERIC
@attribute Power (hp) NUMERIC
@attribute Power/weight (hp/t) NUMERIC
@attribute Tank traverse (°/sec) NUMERIC
@attribute Effective top speed hard (km/h) NUMERIC
@attribute Effective top speed medium (km/h) NUMERIC
@attribute Effective top speed soft (km/h) NUMERIC
@attribute Effective traverse hard (°/sec) NUMERIC
@attribute Effective traverse medium (°/sec) NUMERIC
@attribute Effective traverse soft (°/sec) NUMERIC
@attribute Terrain resistance hard NUMERIC
@attribute Terrain resistance medium NUMERIC
@attribute Terrain resistance soft NUMERIC
@attribute Gun elevation (°) NUMERIC
@attribute Gun depression (°) NUMERIC
@attribute Gun traverse (°/sec) NUMERIC
@attribute Gun traverse range (°) part 1 STRING
@attribute Gun traverse range (°) part 2 NUMERIC
@attribute Turret traverse (°/sec) NUMERIC
@attribute Hull armor (mm) part 1 NUMERIC
@attribute Hull armor (mm) part 2 NUMERIC
@attribute Hull armor (mm) part 3 NUMERIC
@attribute Turret armor (mm) part 1 NUMERIC
@attribute Turret armor (mm) part 2 NUMERIC
@attribute Turret armor (mm) part 3 NUMERIC
@attribute Track armor (mm) NUMERIC
@attribute Health NUMERIC
@attribute Engine health NUMERIC
@attribute Track health NUMERIC
@attribute Health repair time (sec) NUMERIC
@attribute Ammo rack health NUMERIC
@attribute Fuel tank health NUMERIC
@attribute Max load (kg) NUMERIC
@attribute Total weight (kg) NUMERIC
@attribute Stationary camo (%) part 1 NUMERIC
@attribute Stationary camo (%) part 2 NUMERIC
@attribute Moving camo (%) part 1 NUMERIC
@attribute Moving camo (%) part 2 NUMERIC
@attribute View range (m) NUMERIC
@attribute Radio range (m) NUMERIC
@attribute Fire chance (%) NUMERIC
@attribute Tank cost (silver) NUMERIC
@attribute Tank cost (gold) NUMERIC
@attribute Clip size NUMERIC
@attribute Clip damage part 1 NUMERIC
@attribute Clip damage part 2 NUMERIC
@attribute Intra-clip reload NUMERIC
@attribute Reload time (sec) (starting with an empty clip) part 1 NUMERIC
@attribute Reload time (sec) (starting with an empty clip) part 2 NUMERIC
@attribute Reload time (sec) (starting with an empty clip) part 3 NUMERIC
@attribute Reload time (sec) (starting with an empty clip) part 4 NUMERIC
@attribute Max wheel angle (°) NUMERIC
@attribute Axle count NUMERIC
@attribute Siege enabled (km/h) NUMERIC
@attribute Siege disabled (km/h) NUMERIC
@attribute Rocket boosters uses NUMERIC
@attribute Rocket boosters duration (sec) NUMERIC
@attribute Rocket boosters cooldown (sec) NUMERIC
@attribute Rocket boosters initial cooldown (s) NUMERIC
@attribute Track health part 1 NUMERIC
@attribute Track health part 2 NUMERIC
@attribute Health repair time (sec) part 1 NUMERIC
@attribute Health repair time (sec) part 2 NUMERIC
@attribute Reload time (sec) part 1 NUMERIC
@attribute Reload time (sec) part 2 NUMERIC
@attribute DPM alt. gun (sec) NUMERIC
@attribute DPM charge/lock (sec) part 1 NUMERIC
@attribute DPM charge/lock (sec) part 2 NUMERIC
@attribute Dispersion before cooldown NUMERIC
@attribute Cooldown delay (sec) NUMERIC
@attribute Ricochet angle (°) NUMERIC
@attribute DPM at 50m NUMERIC
@attribute DPM at 50m at 500m NUMERIC
@attribute Damage at 50m NUMERIC
@attribute DPM at 50m at 500m (mm) NUMERIC
@attribute Dispersion factors at 500m NUMERIC
@attribute Explosion radius (m) NUMERIC
@attribute Stun duration (s) STRING
@attribute Shell gravity (m/s²) NUMERIC
@attribute Ballistic range (m) NUMERIC
@attribute DPM burst size NUMERIC
@attribute DPM burst damage part 1 NUMERIC
@attribute DPM burst damage part 2 STRING
@attribute Normalization (°) NUMERIC
@attribute Tank cost in NA NUMERIC
@attribute View range (m) in EU NUMERIC
@attribute View range (m) in Asia NUMERIC
@attribute Reload time (sec) (starting with an empty clip) part 5 NUMERIC
@attribute DPM at 400m (mm) NUMERIC

@data
'Object 430B','X',False,False,False,'Soviet','Medium Tank',3813.47,390,230,205,6.14,9.78,2.21,0.36,0.73,0.14,0.14,0.12,4,2,165,122,850,720,50,19500,1025,55,20,613.22,17.68,54.24,55,55,42.05,51.52,44.16,19.32,0.58,0.67,1.53,16.2,5,26.25,'-180',180,41.72,120,80,40,248,185,63,15,2000,260,300,12,252,200,39000,34690,17.84,3.53,13.39,2.65,400,760,12,6100000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Object 430U','X',False,False,False,'Soviet','Medium Tank',2699.53,440,252,238,9.78,6.14,2.21,0.38,0.77,0.16,0.16,0.12,4,2,165,122,940,720,50,22000,1080,50,18,620,14.76,54.24,50,50,35.11,51.52,44.16,19.32,0.58,0.67,1.53,18,5,26.25,'-180',180,39.63,160,90,45,300,195,65,20,2000,360,250,12.03,210,200,45000,42000,17.44,3.14,13.05,2.35,400,730,10,6100000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Object 907','X',False,True,False,'Soviet','Medium Tank',3080.86,320,264,254,6.23,9.63,1.92,0.35,0.69,0.12,0.12,0.10,4,2,135,100,1535,720,45,14400,1100,55,20,644.94,17.92,56.32,55,55,45.46,53.51,45.86,21.40,0.58,0.67,1.44,16,5,33.25,'-180',180,50.06,110,100,45,228,180,46,20,2000,360,250,12.03,210,200,39000,36000,17.21,3.41,12.94,2.56,400,850,10,?,22500,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Object 907A','X',False,True,False,'Soviet','Medium Tank',3080.86,320,264,254,6.23,9.63,1.92,0.35,0.69,0.12,0.12,0.10,4,2,135,100,1535,720,45,14400,1100,55,20,644.94,17.92,56.32,55,55,45.46,53.51,45.86,21.40,0.58,0.67,1.44,16,5,33.25,'-180',180,50.06,110,100,45,228,180,46,20,2000,360,250,12.03,210,200,39000,36000,17.21,3.41,12.94,2.56,400,850,10,?,22500,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Pojistka','X',False,False,True,'Czech','Medium Tank',3000,300,250,?,15,10,2.10,0.35,0.70,0.18,0.18,0.10,3,2,150,100,1500,720,700,210000,1110,65,35,1300,32.50,54,65,65,65,51.30,37.31,22.80,0.80,1.10,1.80,20,8,33,'-180',180,40,65,40,30,120,80,60,20,1100,360,250,6.38,10000,200,43000,40000,13.39,2.80,10.03,2.10,410,1050,0,6100000,?,3,900,3,1.50,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Progetto M40 mod. 65','X',False,False,False,'Italian','Medium Tank',2252.88,360,268,258,?,6.26,2.40,0.34,0.67,0.18,0.18,0.12,4,2,150,105,1468,720,60,21600,930,65,20,750,18.75,56.32,65,65,39.64,53.51,47.56,23.78,0.77,0.86,1.73,20,9,35,'-180',180,35.46,40,40,25,120,40,30,20,1900,360,250,12.03,260,200,43000,40000,15.39,3.22,11.57,2.42,400,750,10,6100000,?,4,1440,7.5,2.50,15.34,13.42,11.51,9.59,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Progetto M40 mod. 65 BB','X',False,False,False,'Italian','Medium Tank',2252.88,360,268,258,?,6.26,2.40,0.34,0.67,0.18,0.18,0.12,4,2,150,105,1468,720,60,21600,930,65,20,750,18.75,56.32,65,65,39.64,53.51,47.56,23.78,0.77,0.86,1.73,20,9,35,'-180',180,35.46,40,40,25,120,40,30,20,1900,360,250,12.03,260,200,43000,40000,15.39,3.22,11.57,2.42,400,750,10,6100000,?,4,1440,7.5,2.50,15.34,13.42,11.51,9.59,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Resistor','X',False,False,True,'Soviet','Medium Tank',4200,350,250,?,5,12,1.80,0.52,1.04,0.08,0.08,0.08,3.50,2,150,100,1500,720,700,245000,1100,65,35,1300,36.11,60,65,65,65,57,49.88,28.50,0.70,0.80,1.40,17,7,33.25,'-180',180,60,110,80,55,240,187,65,20,1100,360,250,6.38,10000,200,39000,36000,16.53,3.27,12.37,2.45,380,930,0,6100000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'ST-62 Version 2','X',False,True,False,'Soviet','Medium Tank',2503.20,320,260,250,?,7.82,2.21,0.35,0.71,0.14,0.14,0.10,3,2,135,100,1320,720,50,16000,740,50,20,700,18.42,57.36,50,50,43.82,57.36,49.17,21.51,0.58,0.67,1.53,20,6,33.25,'-180',180,52.15,100,75,40,290,150,50,20,1950,360,250,12.03,210,200,43000,38000,16.53,3.27,12.37,2.45,390,730,10,?,100,3,960,4,2,7.67,10.55,13.42,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'STB-1','X',False,False,False,'Japanese','Medium Tank',3173.07,360,258,232,6.81,8.81,1.92,0.35,0.71,0.09,0.09,0.11,3,2,150,105,1185,720,50,18000,1200,50,25,950,25.40,54.24,50,50,43.94,51.52,46.84,23.42,0.96,1.05,2.11,15,8,20,'-180',180,52.15,110,35,25,222,60,25,20,2000,360,250,12.03,260,200,40000,37400,13.68,2.86,10.26,2.14,400,750,12,6100000,?,?,?,?,?,?,?,?,?,?,?,30,30
'STB-1 7v7','X',False,True,False,'Japanese','Medium Tank',3173.07,360,258,232,6.81,8.81,1.92,0.35,0.71,0.09,0.09,0.11,3,2,150,105,1185,720,50,18000,1200,50,25,950,25.40,54.24,50,50,43.94,51.52,46.84,23.42,0.96,1.05,2.11,15,8,20,'-180',180,52.15,110,35,25,222,60,25,20,2000,360,250,12.03,260,200,40000,37400,13.68,2.86,10.26,2.14,400,750,12,?,100,?,?,?,?,?,?,?,?,?,?,30,30
'T-22 medium','X',False,True,False,'Soviet','Medium Tank',2670.08,320,264,254,7.19,8.34,2.01,0.36,0.73,0.12,0.12,0.12,4,2,135,100,1535,720,50,16000,1100,55,20,792.96,22.03,41.72,55,55,55,39.63,33.97,15.85,0.58,0.67,1.44,16,5,33.25,'-180',180,41.72,100,80,80,230,170,140,20,1900,360,250,12.03,210,200,39000,36000,15.62,3.09,11.74,2.32,400,850,10,?,5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'T-62A','X',False,False,False,'Soviet','Medium Tank',3034.18,320,264,254,6.33,9.48,1.92,0.33,0.65,0.10,0.10,0.08,3.50,2,135,100,1535,720,50,16000,1100,50,20,613.22,16.57,58.41,50,50,45.06,55.49,46.24,19.82,0.48,0.58,1.34,17,5,33.25,'-180',180,50.06,100,80,45,240,161,65,20,1950,360,250,12.03,210,200,39800,37000,15.28,3.02,11.46,2.27,400,850,10,6100000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'T95E6','X',False,True,False,'American','Medium Tank',3129,400,258,238,7.67,7.82,1.92,0.36,0.73,0.12,0.12,0.10,4,2,165,120,1067,720,36,14400,1060,56.30,20,750,18.33,47.98,56.30,56.30,34.88,45.58,41.02,20.51,0.86,0.96,1.92,20,9,26.25,'-180',180,37.55,114.3,50.8,19,342.9,76.2,50.8,20,2150,285,250,12.03,260,200,44000,40914,10.49,1.89,7.87,1.42,410,745,15,?,22500,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Thunderbolt','X',False,False,True,'American','Medium Tank',3000,350,250,?,7,8.57,2.10,0.52,1.04,0.10,0.10,0.08,4,2,180,105,1500,720,700,245000,1000,60,35,1400,29.34,50,60,60,59.48,47.50,42.22,21.11,0.80,0.90,1.80,19,9,35,'-180',180,40,250,90,25.4,350,110,50.8,20,1900,285,240,6.38,10000,200,50350,47719,8.26,1.73,6.21,1.30,420,945,0,6100000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'TVP T 50/51','X',False,False,False,'Czech','Medium Tank',2697.64,320,248,225,23.97,8.43,2.01,0.34,0.67,0.18,0.18,0.10,3,2,135,100,1400,720,48,15360,1110,60,20,1057.28,26.43,56.32,60,60,55.89,53.51,38.91,23.78,0.77,1.05,1.73,20,8,33,'-180',180,37.55,65,40,30,120,80,60,20,1800,360,250,12.03,260,200,43000,40000,13.39,2.80,10.03,2.10,410,850,10,6100000,?,4,1280,4.5,1.50,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'UDES 15/16','X',False,False,False,'Swedish','Medium Tank',2929.28,440,254,240,9.01,6.66,2.11,0.34,0.67,0.14,0.10,0.08,4,2,165,120,1000,720,40,17600,1030,50,24,610,19.06,52.15,50,50,40.31,49.54,44.04,22.02,0.77,0.86,1.73,20,6,20,'-180',180,41.72,50,50,30,100,40,20,20,1950,360,250,12.03,260,200,35000,32000,18.24,3.28,13.68,2.46,390,850,10,6100000,?,?,?,?,?,?,?,?,?,?,?,10,23
'UDES 15/16 7v7','X',False,True,False,'Swedish','Medium Tank',2929.28,440,254,240,9.01,6.66,2.11,0.34,0.67,0.14,0.10,0.08,4,2,165,120,1000,720,40,17600,1030,50,24,610,19.06,52.15,50,50,40.31,49.54,44.04,22.02,0.77,0.86,1.73,20,6,20,'-180',180,41.72,50,50,30,100,40,20,20,1950,360,250,12.03,260,200,35000,32000,18.24,3.28,13.68,2.46,390,850,10,?,100,?,?,?,?,?,?,?,?,?,?,10,23
'Vickers MBT Mk. 3','X',False,True,False,'British','Medium Tank',3050.78,390,268,258,7.67,7.82,1.92,0.26,0.52,0.10,0.10,0.08,3,2,150,105,1540,720,50,19500,1200,55,25,850,21.96,52.15,55,55,55,49.54,42.46,19.82,0.58,0.67,1.44,20,10,35,'-180',180,50.06,60,30,20,80,40,40,20,1900,320,250,12.03,260,200,40000,38700,13.85,2.89,10.37,2.17,410,782.25,15,?,22500,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'(R) AMX 50 B','X',False,False,False,'French','Heavy Tank',2647.31,400,257,237,28.76,6.62,2.40,0.34,0.67,0.18,0.18,0.10,4,2,165,120,1067,720,56,22400,1060,65,20,1268.74,20.39,37.55,59.71,55.44,33.75,37.55,34.87,21.22,1.25,1.34,2.21,12,8,26.25,'-180',180,37.55,170,30,30,100,50,30,30,2100,360,300,12.03,260,200,68000,62210,3.82,0.53,1.94,0.27,400,782.25,15,0,?,4,1600,7.5,2.50,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'(R) IS-7','X',False,False,False,'Soviet','Heavy Tank',2238.26,490,250,240,13.14,4.57,2.97,0.38,0.77,0.19,0.19,0.08,4,2,180,130,900,720,30,14700,1118,59.60,15,1110.14,16.28,29.20,47.66,34.42,19.99,29.20,21.09,12.25,1.25,1.73,2.97,18,6,26.25,'-180',180,26.07,150,150,100,240,185,94,20,2150,360,250,12.03,210,200,70950,68190,6.61,1.01,3.31,0.51,400,750.96,15,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'113','X',False,False,False,'Chinese','Heavy Tank',2753.52,440,249,235,9.59,6.26,2.68,0.35,0.71,0.18,0.18,0.08,4,2,165,122,950,720,34,14960,1065,50,15,792.96,17.62,37.55,50,50,26.83,37.55,34.42,16.52,1.05,1.15,2.40,18,7,26.25,'-180',180,27.12,120,120,70,290,180,80,20,2300,360,250,12.03,240,200,48000,45000,6.50,1.17,3.25,0.58,400,782.25,12,6100000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'113','X',True,False,False,'Chinese','Heavy Tank',2753.52,440,249,235,9.59,6.26,2.68,0.35,0.71,0.18,0.18,0.08,4,2,165,122,950,720,34,14960,1065,50,15,792.96,17.62,37.55,50,50,26.83,37.55,34.42,16.52,1.05,1.15,2.40,18,7,26.25,'-180',180,27.12,120,120,70,290,180,80,20,2300,360,250,12.03,240,200,48000,45000,6.50,1.17,3.25,0.58,400,782.25,12,?,25000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'113 Beijing Opera','X',False,True,False,'Chinese','Heavy Tank',2753.52,440,249,235,9.59,6.26,2.68,0.35,0.71,0.18,0.18,0.08,4,2,165,122,950,720,34,14960,1065,50,15,792.96,17.62,37.55,50,50,26.83,37.55,34.42,16.52,1.05,1.15,2.40,18,7,26.25,'-180',180,27.12,120,120,70,290,180,80,20,2300,360,250,12.03,240,200,48000,45000,6.50,1.17,3.25,0.58,400,782.25,12,?,5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'116-F3','X',False,True,False,'Chinese','Heavy Tank',1973.08,530,266,241,38.35,3.72,2.78,0.40,0.81,0.25,0.25,0.15,4,2,180,130,950,720,42,22260,1215,35,20,840,14.48,23.99,35,35,22.05,23.99,18.45,9.60,0.96,1.25,2.40,20,8,26.25,'-180',180,27.12,195,120,60,300,180,60,20,2100,360,250,12.03,240,200,61000,58000,5.98,0.92,2.96,0.45,400,750,12,?,22500,3,1590,10,5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'60TP Lewandowskiego','X',False,False,False,'Polish','Heavy Tank',2406.92,750,250,235,18.70,3.21,2.88,0.36,0.73,0.22,0.22,0.10,4,2,203,152.40,900,720,30,22500,1620,35,14,780,12.97,25.03,35,35,19.87,25.03,20.03,11.01,1.05,1.31,2.38,20,8,24,'-180',180,25.03,160,100,90,260,150,100,20,2600,370,250,12.03,210,200,65000,60130,5.98,0.81,2.96,0.40,390,730,15,6100000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'AMX 50 B','X',False,False,False,'French','Heavy Tank',2647.31,400,257,237,28.76,6.62,2.40,0.34,0.67,0.18,0.18,0.10,4,2,165,120,1067,720,56,22400,1060,65,20,1268.74,20.39,37.55,59.71,55.44,33.75,37.55,34.87,21.22,1.25,1.34,2.21,12,10,26.25,'-180',180,37.55,170,30,30,100,50,30,30,2100,360,300,12.03,260,200,68000,62210,3.82,0.53,1.94,0.27,400,782.25,15,6100000,?,4,1600,7.5,2.50,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'AMX M4 mle. 54','X',False,False,False,'French','Heavy Tank',2503.20,560,250,240,13.42,4.47,2.40,0.35,0.69,0.16,0.16,0.14,3,2,180,130,960,720,30,16800,1250,35,15,1350,16.88,29.20,35,35,27.92,29.16,27.08,16.48,1.25,1.34,2.21,15,8,20,'-180',180,33.38,220,85,40,300,80,40,30,2200,360,300,12.03,260,200,85000,80000,3.53,0.57,1.77,0.29,390,782.25,15,6100000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'AMX M4 mle. 54 7x7','X',False,True,False,'French','Heavy Tank',2503.20,560,250,240,13.42,4.47,2.40,0.35,0.69,0.16,0.16,0.14,3,2,180,130,960,720,30,16800,1250,35,15,1350,16.88,29.20,35,35,27.92,29.20,27.12,16.51,1.25,1.34,2.21,15,8,20,'-180',180,33.38,220,85,40,300,80,40,30,2200,360,300,12.03,260,200,85000,80000,3.53,0.57,1.77,0.29,390,782.25,15,?,100,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'BZ-72-1','X',False,True,False,'Chinese','Heavy Tank',2336.32,560,260,240,14.38,4.17,2.40,0.38,0.77,0.20,0.20,0.10,4,2,180,130,1000,720,40,22400,1215,30,15,900,16.67,35.46,30,30,30,35.46,32.24,18.66,0.96,1.05,1.82,20,8,26.25,'-180',180,25.03,155,70,40,350,200,50,20,2200,360,250,12.03,240,200,58900,54000,6.78,1.04,3.36,0.51,400,750,12,?,22500,?,?,?,?,?,?,?,?,?,?,?,?,5,10,4,5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'BZ-75','X',False,False,False,'Chinese','Heavy Tank',2259.83,650,258,250,17.26,3.48,2.78,0.40,0.81,0.20,0.20,0.15,4,2,203,152,1150,720,30,19500,1680,30,15,800,12.66,31.29,30,30,17.85,31.29,23.47,13.91,1.15,1.53,2.59,20,8,24,'-180',180,25.03,200,110,60,330,165,70,20,2500,360,250,12.03,210,200,65000,63170,7.01,0.95,3.53,0.48,390,750,12,6100000,?,?,?,?,?,?,?,?,?,?,?,?,?,6,10,4,5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'BZ-75 7v7','X',False,True,False,'Chinese','Heavy Tank',2259.83,650,258,250,17.26,3.48,2.78,0.40,0.81,0.20,0.20,0.15,4,2,203,152,1150,720,30,19500,1680,30,15,800,12.66,31.29,30,30,17.85,31.29,23.47,13.91,1.15,1.53,2.59,20,8,24,'-180',180,25.03,200,110,60,330,165,70,20,2500,360,250,12.03,210,200,65000,63170,7.01,0.95,3.53,0.48,390,750,12,?,100,?,?,?,?,?,?,?,?,?,?,?,?,6,10,4,5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Chieftain Mk. 6','X',False,True,False,'British','Heavy Tank',3034.18,400,270,245,7.91,7.59,1.44,0.31,0.61,0.12,0.12,0.10,4,2,165,119.38,1372,720,64,25600,1050,42,15,792.96,14.42,41.72,42,39.19,26.13,39.63,33.97,22.65,1.15,1.34,2.01,20,10,26.25,'-180',180,31.29,85,50.8,25.4,250,140,30,25,2200,360,250,12.03,260,200,60000,55000,6.16,1.17,3.08,0.58,390,782.25,10,?,100,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Divine Valor','X',False,True,False,'Chinese','Heavy Tank',2259.83,650,258,250,17.26,3.48,2.78,0.40,0.81,0.20,0.20,0.15,4,2,203,152,1150,720,30,19500,1680,30,15,800,12.66,31.29,30,30,17.85,31.29,23.47,13.91,1.15,1.53,2.59,20,8,24,'-180',180,25.03,200,110,60,330,165,70,20,2500,360,250,12.03,210,200,65000,63170,7.01,0.95,3.53,0.48,390,750,12,?,22500,?,?,?,?,?,?,?,?,?,?,?,?,6,10,4,5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'E 100','X',False,False,False,'German','Heavy Tank',2346.75,750,246,241,19.18,3.13,2.59,0.38,0.77,0.21,0.21,0.10,4,2,203,150,757,720,50,37500,1260,30,15,1268.74,9.77,22.95,30,30,17.71,21.77,18.14,10.37,0.96,1.15,2.01,20,7,23.63,'-180',180,20.86,200,120,150,270,150,150,40,2700,360,300,12.03,280,200,150000,129860,2.91,0.39,1.48,0.20,400,750.96,15,6100000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'FV215b','X',False,True,False,'British','Heavy Tank',2877.24,400,259,239,8.34,7.19,1.63,0.32,0.63,0.10,0.10,0.08,4,2,165,120,1067,720,35,14000,1060,34.30,12,1004.42,14.35,39.63,34.30,34.30,27.31,37.65,31.38,18.83,0.96,1.15,1.92,15,7,26.25,'-180',180,35.46,152.4,101.6,76.2,254,152.4,101.6,25,2500,320,250,12.03,260,200,73000,70000,4.79,0.91,2.39,0.45,410,782.25,20,?,5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'IS-4','X',False,False,False,'Soviet','Heavy Tank',2394.37,440,258,250,11.03,5.44,2.40,0.40,0.81,0.18,0.18,0.06,3.50,2,165,122,940,720,30,13200,1065,43,14,792.96,13.04,31.29,41.34,31.01,18.37,30.87,23.16,13.72,1.15,1.53,2.59,16,6,26.25,'-180',180,26.07,155,160,100,250,200,170,20,2500,370,250,12.03,240,200,66300,60831,6.67,1.20,3.36,0.61,400,720,15,6100000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
